title,distance_to_motorway_m,distance_to_aroad_or_motorway_m,distance_to_broad_or_aroad_or_motorway_m,distance_to_public_road_m,distance_to_major_river_m,distance_to_secondary_river_m,distance_to_watercourse_m,distance_to_railway_m,distance_to_woodland_m,distance_to_offroad_cyclepath_m,distance_to_large_greenspace_m,distance_to_medium_greenspace_m,distance_to_small_greenspace_m
615 3,2032,686,686,24,2191,266,266,262,465,716,513,513,282
615 4,1816,448,448,81,2154,93,93,130,237,867,236,236,57
615 5,1985,808,808,22,2317,184,184,391,469,820,534,503,251
615 6,1884,572,572,18,2193,105,105,204,296,812,329,329,140
615 7,1798,834,834,25,2457,45,45,487,338,911,429,410,59
615 8,2114,560,560,5,2047,335,335,124,515,593,554,554,364
615 9,1963,599,599,20,2164,187,187,198,378,744,415,415,212
615 10,2204,777,777,15,2177,385,385,311,474,635,709,525,382
615 11,1904,781,781,20,2341,147,147,387,386,873,453,453,169
615 12,2123,769,769,34,2212,320,320,323,543,689,634,525,340
616 1,2613,459,459,5,1806,836,18,8,18,240,1052,765,659
616 2,2462,641,641,14,1988,651,216,173,216,417,928,665,628
616 3,2464,498,498,27,1838,685,165,9,165,281,898,828,714
616 4,2723,262,262,34,1610,945,141,157,141,56,1146,934,683
616 5,2255,524,524,15,1940,476,375,57,375,452,688,688,507
616 6,2362,670,670,6,2009,573,287,171,287,451,824,670,567
616 7,2317,829,829,30,2173,464,415,338,415,607,834,504,431
616 8,2560,372,372,0,1716,781,116,76,116,154,985,901,801
616 9,2273,424,424,29,1853,497,382,16,382,412,695,695,511
616 10,2692,453,453,13,1803,902,60,15,60,256,1135,734,592
616 11,2434,403,403,11,1747,658,243,80,243,252,856,856,667
616 12,2336,501,501,12,1879,556,297,15,297,371,767,767,590
617 1,3103,419,419,20,1840,917,438,15,492,557,1563,719,375
617 2,3120,125,125,19,1513,1195,474,285,474,399,1545,1010,434
617 3,3071,481,481,63,1953,797,320,11,458,674,1629,653,249
617 4,3013,302,302,21,1680,1116,363,106,363,369,1450,832,551
617 5,2770,269,269,14,1619,991,148,142,148,96,1195,907,661
617 6,3013,141,141,32,1507,1234,378,262,378,285,1436,996,464
617 7,2762,447,447,23,1797,959,129,14,129,279,1207,718,543
617 8,2968,549,549,26,1940,876,430,94,430,552,1464,586,291
617 9,2742,528,528,16,1879,914,169,96,169,357,1201,637,480
617 10,2850,637,637,29,2007,835,377,200,377,545,1360,497,274
617 11,2864,555,555,20,1920,922,307,122,307,458,1335,582,358
617 12,3002,461,461,21,1848,962,397,11,397,486,1463,674,381
618 1,3445,143,143,25,1892,675,334,247,452,693,2028,1019,442
618 2,3379,189,189,24,1827,758,347,246,489,776,1900,952,410
618 3,3301,248,248,20,1769,861,406,193,557,682,1753,886,417
618 4,3512,20,20,20,1659,910,528,421,665,829,1911,1114,561
618 5,3606,65,65,23,1631,940,548,522,730,935,1906,1231,550
618 6,3207,359,359,18,1929,717,249,80,401,736,1782,780,261
618 7,3461,48,17,17,1457,1117,353,516,814,733,1702,1218,357
618 8,3543,45,45,37,1717,859,558,467,672,876,1997,1223,643
618 9,3543,37,37,21,1853,719,433,330,537,736,2119,1130,551
618 10,3584,197,28,20,1500,1079,419,668,879,964,1790,1361,446
618 11,3490,75,75,26,1750,819,444,357,578,837,1968,1064,521
619 1,3363,306,80,31,1546,1104,494,769,981,1132,1876,1277,594
619 2,3270,319,208,19,1586,1006,624,700,929,1043,2006,1169,719
619 3,3354,266,196,38,1665,972,601,642,860,1000,1983,1247,669
619 4,3263,234,124,25,1519,1110,549,802,1027,1147,1933,1182,681
619 5,3454,110,110,13,1733,863,611,503,712,882,2028,1297,681
619 6,3274,56,56,2,1756,732,635,445,695,771,2227,1134,645
619 7,3151,231,231,16,1482,981,684,755,999,1075,2073,1054,818
619 8,3356,129,129,20,1773,810,631,484,713,838,2117,1235,737
619 9,3294,13,13,13,1828,638,566,353,613,676,2299,1126,555
619 10,3190,158,133,15,1437,1098,561,859,1091,1192,1957,1120,739
619 11,3288,215,215,3,1670,891,704,585,818,926,2086,1173,770
619 12,3105,114,114,0,1376,1034,579,877,1119,1190,2025,1035,824
620 1,2636,267,267,15,940,753,392,863,1348,965,2324,636,636
620 2,2791,99,99,58,1101,860,430,1010,1280,1125,2233,752,752
620 3,2734,11,11,11,1285,595,517,717,974,1000,2473,618,579
620 4,2722,110,110,53,1130,754,542,906,1170,1157,2351,654,654
620 5,2710,51,51,5,1345,501,423,617,879,922,2561,587,479
620 6,2595,65,65,6,1238,482,399,645,944,1013,2606,475,475
620 7,2579,102,102,41,1037,626,572,788,1180,1068,2464,519,519
620 8,2872,17,17,17,1316,748,660,809,1065,1042,2314,768,712
620 9,2976,122,122,13,1385,823,675,775,1057,1032,2233,872,773
620 10,2719,75,75,10,1212,658,577,796,1058,1084,2426,619,619
620 11,2703,159,159,45,1053,772,459,921,1257,1079,2316,664,664
620 12,2941,12,12,0,1250,921,510,935,1206,1197,2150,877,877
622 1,1972,285,285,12,821,65,65,169,1301,947,3032,0,0
622 2,1607,20,20,20,404,110,110,102,1780,665,3230,355,355
622 3,1830,200,200,25,665,18,18,46,1468,842,3103,80,80
622 4,1949,222,222,30,735,111,111,162,1385,859,3006,0,0
622 5,1782,100,100,11,499,0,0,17,1628,688,3084,171,171
622 6,1817,251,251,7,762,20,20,15,1392,952,3071,104,104
622 7,1643,61,61,14,625,134,134,99,1582,866,3188,264,264
622 8,1548,60,60,35,485,204,204,170,1751,757,3307,375,375
622 9,1715,141,141,15,683,80,80,35,1499,904,3133,208,208
622 10,1696,27,27,10,397,58,58,13,1743,625,3142,292,292
622 11,1915,73,73,13,540,128,8,150,1583,652,2952,126,126
622 12,1857,51,51,12,446,61,24,95,1674,587,2985,209,209
623 1,1449,28,28,28,587,314,314,259,1750,875,3258,455,455
623 2,1586,34,34,34,239,2,2,16,1944,529,3221,493,493
623 3,1425,28,28,25,475,247,247,135,1859,779,3383,505,505
623 4,1513,42,42,28,501,231,231,205,1765,780,3327,405,405
623 5,1565,8,8,8,331,74,74,102,1872,613,3253,439,439
623 6,1359,5,5,5,635,402,402,260,1796,939,3244,545,545
623 7,1542,63,63,17,166,41,0,56,2058,492,3261,606,606
623 8,1458,20,20,5,180,140,49,19,2136,543,3347,694,694
623 9,1251,65,65,24,616,427,427,184,1916,945,3321,655,655
623 10,1239,55,55,10,544,384,379,98,1989,886,3411,686,686
626 1,49,10,10,5,1464,73,73,224,3024,14,4110,2049,1246
626 2,75,63,63,26,1541,300,300,374,2858,79,4377,1928,1221
626 3,63,31,31,11,1346,138,138,247,3035,261,4134,1698,1364
626 4,83,21,21,21,1409,28,28,187,3054,80,4162,2036,1320
626 5,110,25,25,25,1368,0,0,126,3121,112,4079,1957,1262
626 6,2,2,2,2,1510,158,158,305,2932,113,4257,2058,1303
626 7,17,17,17,17,1578,194,194,355,2888,56,4205,2148,1261
626 8,92,14,14,7,1510,341,341,447,2836,72,4292,1745,1161
626 9,11,11,11,11,1399,171,171,267,2986,205,4210,1778,1336
626 10,182,57,21,0,1698,360,273,506,2729,161,4366,2102,1099
626 11,142,6,6,5,1608,310,310,427,2803,87,4396,2010,1169
626 12,68,68,68,9,1342,107,107,191,3050,262,4185,1809,1413
627 1,412,261,178,30,1867,640,90,738,2500,148,4643,2031,864
627 2,548,301,301,38,1832,805,57,901,2377,135,4683,1955,704
627 3,451,328,93,71,1942,648,34,774,2456,93,4582,2131,820
627 4,228,160,46,30,1804,450,184,605,2632,135,4374,2179,1004
627 5,462,288,288,52,1799,719,103,813,2454,140,4629,1938,794
627 6,147,29,29,17,1611,399,356,491,2759,0,4395,1848,1114
627 7,586,369,84,84,2096,805,108,942,2288,49,4493,2244,654
627 8,250,64,64,12,1616,502,308,607,2682,102,4413,1786,999
627 9,436,288,21,21,1981,656,0,802,2431,45,4528,2210,800
627 10,503,340,267,6,1880,756,25,846,2403,63,4691,2021,774
627 11,480,139,139,14,1664,748,220,857,2490,126,4533,1781,765
627 12,319,182,150,9,1788,543,187,636,2600,156,4571,1993,964
628 1,684,445,286,39,2012,929,93,1025,2223,106,4540,2129,597
628 2,995,459,390,30,2172,1252,151,1345,1934,336,4370,2243,276
628 3,1131,542,272,9,2308,1378,277,1477,1791,225,4238,2370,170
628 4,1062,392,310,25,2165,1317,125,1415,1899,379,4386,2220,194
628 5,996,537,402,18,2226,1238,215,1340,1916,277,4314,2305,303
628 6,938,248,248,16,1993,1201,17,1307,2057,244,4558,2049,306
628 7,981,379,379,17,2108,1237,80,1334,1973,373,4437,2172,274
628 8,656,285,285,13,1879,911,21,1010,2283,186,4664,1983,594
628 9,1111,632,326,13,2352,1331,335,1448,1797,153,4189,2426,192
628 10,1011,202,202,20,2006,1278,26,1387,2019,242,4560,2048,254
628 11,802,517,279,31,2122,1028,173,1138,2104,216,4425,2230,475
628 12,858,285,285,13,1978,1116,13,1218,2108,270,4564,2050,385
629 1,1540,552,126,0,2581,1797,529,1890,1430,336,4031,2602,153
629 2,1522,253,136,25,2396,1789,399,1897,1600,285,4287,2376,187
629 3,1292,369,72,34,2299,1550,245,1651,1714,408,4293,2326,0
629 4,1268,457,110,47,2339,1525,275,1620,1697,336,4233,2377,0
629 5,1142,463,240,8,2263,1399,219,1493,1803,304,4290,2316,126
629 6,1100,203,189,27,2066,1368,14,1477,1946,241,4515,2097,185
629 7,1360,649,68,32,2516,1591,461,1704,1558,182,4044,2564,167
629 8,1434,172,83,40,2283,1708,293,1817,1713,205,4394,2265,193
629 9,1120,382,250,11,2195,1375,143,1473,1853,384,4364,2243,134
629 10,1246,168,43,24,2143,1518,121,1627,1853,208,4478,2154,177
629 11,1347,460,30,30,2392,1604,331,1700,1630,362,4194,2423,0
629 12,1228,585,184,10,2394,1469,353,1574,1692,190,4157,2450,125
630 1,1842,594,423,28,2824,2098,799,2193,1170,488,3866,2807,450
630 2,1627,484,226,22,2603,1883,571,1980,1393,439,4049,2608,236
630 3,1924,290,290,23,2734,2191,787,2206,1311,317,4097,2639,362
630 4,1640,564,225,22,2659,1897,616,1991,1344,369,3977,2671,249
630 5,1804,364,364,17,2673,2066,690,2169,1335,397,4079,2617,431
630 6,1913,542,506,9,2851,2169,841,2265,1148,569,3882,2810,519
630 7,1760,625,330,14,2779,2009,740,2109,1220,398,3876,2785,373
630 8,2003,287,287,23,2799,2271,864,2138,1267,315,4070,2689,325
630 9,1745,545,336,13,2724,2002,696,2097,1271,453,3949,2717,351
630 10,1821,474,426,17,2744,2079,738,2178,1253,507,3977,2708,436
630 11,2076,627,627,17,3023,2330,723,2284,980,530,3743,2970,650
631 1,2313,216,216,30,3038,2588,804,1840,1181,246,4026,2867,235
631 2,2523,285,285,21,2902,2791,633,1713,1060,317,3903,3066,348
631 3,2520,467,467,14,3024,2778,432,1885,811,551,3658,3223,584
631 4,2176,571,571,6,3076,2432,660,2182,953,536,3754,2997,589
631 5,2574,374,374,44,2891,2838,535,1727,966,405,3806,3157,446
631 6,2318,528,528,20,3178,2575,570,2038,905,548,3738,3068,547
631 7,2467,469,469,23,3034,2727,522,1876,898,500,3745,3137,499
631 8,2395,231,231,17,3001,2669,744,1783,1141,262,3987,2938,255
631 9,2278,330,330,18,3055,2544,737,1941,1093,359,3933,2912,348
631 10,2422,571,571,12,3148,2679,443,2010,787,465,3627,3195,634
631 11,2192,358,358,18,2992,2456,772,2028,1111,386,3939,2866,375
632 1,3045,34,34,34,2465,2465,137,1349,984,204,3700,3217,561
632 2,2680,209,209,23,2719,2719,531,1532,1023,240,3940,3145,403
632 3,2619,365,365,8,2900,2879,423,1760,854,514,3693,3256,559
632 4,2729,254,254,14,2801,2801,371,1672,841,520,3662,3341,619
632 5,2610,272,272,16,2813,2813,569,1631,1062,303,3895,3125,387
632 6,2829,124,124,19,2543,2543,380,1354,853,155,3997,3022,507
632 7,2675,314,314,14,2900,2900,317,1779,751,586,3587,3355,602
632 8,3028,30,30,25,2351,2351,181,1184,729,157,3978,2947,369
632 9,3036,32,32,25,2408,2408,182,1272,864,201,3829,3091,460
632 10,2945,37,37,28,2594,2594,197,1480,883,311,3641,3320,658
632 11,3045,33,33,23,2506,2506,104,1401,906,210,3622,3296,631
632 12,2948,22,22,20,2461,2461,266,1303,845,232,3906,3053,485
633 1,2911,348,348,15,2111,2111,92,1016,856,142,3729,3078,380
633 2,2993,241,241,38,2212,2212,5,1094,789,0,3819,3027,334
633 3,3090,224,224,59,2295,2295,0,1194,932,14,3680,3170,475
633 4,3136,268,268,23,2326,2326,23,1239,965,0,3549,3288,590
633 5,2809,328,328,15,2003,2003,199,912,837,251,3752,3036,355
633 6,2936,181,181,19,2165,2165,21,1035,706,3,3899,2945,253
633 7,3133,139,139,27,2348,2348,57,1235,906,96,3733,3145,465
633 8,3022,327,327,22,2218,2218,0,1126,943,65,3649,3174,476
633 9,2675,109,109,17,1897,1897,259,777,619,200,3973,2816,139
633 10,2955,532,532,18,2125,2125,89,1047,1086,262,3503,3234,604
633 11,3142,130,130,35,2407,2407,29,1306,966,112,3634,3246,562
633 12,2776,118,118,0,2003,2003,167,875,625,149,3959,2849,151
634 1,2417,531,519,22,1568,1568,576,494,1085,556,3747,2685,573
634 2,2567,471,471,18,1730,1730,487,652,1002,499,3706,2875,502
634 3,2654,206,206,22,1857,1857,292,758,721,289,3888,2890,235
634 4,2332,289,289,16,1512,1512,347,430,852,314,3960,2783,343
634 5,2544,592,473,30,1693,1693,547,619,1131,617,3635,2764,624
634 6,2677,434,434,14,1849,1849,361,770,954,474,3689,3015,465
634 7,2695,521,521,14,1858,1858,362,779,1042,518,3614,2974,553
634 8,2361,410,410,10,1525,1525,462,447,970,435,3860,2722,458
634 9,2576,201,201,15,1776,1776,255,680,722,251,3914,2859,234
634 10,2541,291,291,23,1726,1726,327,642,820,324,3853,2918,323
634 11,2250,302,302,22,1428,1428,391,346,880,333,4003,2707,385
634 12,2506,497,497,42,1664,1664,530,586,1038,523,3718,2795,529
635 1,2028,456,456,15,1181,1181,653,104,1098,443,4065,2420,645
635 2,2249,915,139,2,1368,1368,523,308,1006,911,3687,2235,1010
635 3,1962,532,528,17,1105,1105,764,32,1200,511,4074,2308,756
635 4,2232,523,523,23,1380,1380,614,306,1107,555,3879,2531,608
635 5,2295,612,434,24,1435,1435,652,362,1188,643,3784,2516,682
635 6,2101,431,431,41,1259,1259,586,180,1047,440,4026,2496,578
635 7,2307,759,289,3,1436,1436,543,367,1193,790,3702,2414,831
635 8,2111,599,455,16,1250,1250,742,176,1215,594,3927,2373,736
635 9,2346,522,522,20,1496,1496,582,422,1088,549,3799,2627,577
635 10,2446,754,293,28,1578,1578,475,508,1269,780,3602,2545,801
635 11,2093,819,238,0,1214,1214,685,151,1058,799,3849,2175,970
635 12,2042,625,431,25,1176,1176,801,105,1249,607,3968,2295,797
636 1,1936,673,67,46,1051,1051,505,10,849,985,3937,1864,933
636 2,1816,503,10,10,934,934,464,69,813,915,4038,1696,800
636 3,1795,592,197,32,910,910,636,110,985,858,4091,1865,810
636 4,1664,448,192,29,778,778,667,235,1015,764,4208,1757,668
636 5,1889,690,189,25,1004,1004,627,21,971,863,4006,1939,909
636 6,2138,914,90,27,1254,1254,605,199,910,948,3766,2084,1111
636 7,1895,702,364,2,1019,1019,813,18,1151,682,4054,2109,961
636 8,2073,825,63,20,1187,1187,541,139,862,979,3817,1994,1079
636 9,1598,426,274,21,713,713,713,307,1107,680,4285,1793,622
636 10,1718,445,90,44,832,832,568,176,914,814,4143,1695,704
636 11,1813,693,359,8,936,936,796,100,1141,694,4118,2035,879
636 12,1806,645,274,17,923,923,710,105,1058,781,4099,1949,844
637 1,1578,226,132,25,808,808,447,189,787,792,4182,1398,642
637 2,1734,379,135,48,938,938,346,54,692,921,4039,1514,779
637 3,1597,218,218,38,883,883,372,130,700,869,4129,1334,713
637 4,1568,143,143,11,958,958,367,107,642,835,4119,1195,727
637 5,1677,404,95,38,791,791,591,214,935,773,4182,1669,662
637 6,1463,83,83,42,790,790,488,248,797,774,4252,1227,619
637 7,1340,20,20,20,567,567,567,438,835,553,4432,1314,397
637 8,1526,234,86,26,641,641,641,355,1010,620,4330,1548,501
637 9,1502,94,94,36,877,877,434,183,721,861,4193,1184,667
637 10,1478,128,128,26,732,732,521,275,851,717,4272,1324,562
637 11,1668,343,29,29,832,832,468,160,814,813,4139,1539,682
637 12,1447,123,39,39,653,653,601,344,938,636,4334,1377,487
638 1,1244,238,238,17,519,519,398,417,691,483,4424,694,454
638 2,1090,264,214,11,578,578,305,588,543,558,4600,979,271
638 3,1304,69,69,41,742,742,489,372,755,723,4384,1054,471
638 4,908,495,312,48,328,328,64,741,369,306,4758,761,64
638 5,1463,39,39,39,871,871,473,207,736,837,4220,1114,621
638 6,1208,131,131,10,602,602,441,491,669,585,4501,1091,400
638 7,1082,341,341,31,464,464,230,566,544,443,4583,790,237
638 8,1193,248,248,33,555,555,335,455,655,537,4472,820,349
638 9,1209,199,199,26,608,608,366,448,661,586,4462,905,360
638 10,973,393,230,4,451,451,175,692,423,432,4705,886,143
638 11,1236,245,245,20,559,559,375,420,713,527,4428,774,409
638 12,1357,57,57,16,746,746,514,302,808,728,4316,994,508
639 1,1010,311,311,86,217,217,145,735,201,41,4711,204,49
639 2,667,667,532,99,45,45,45,1010,228,80,5021,443,192
639 3,868,555,347,44,260,260,11,781,347,238,4796,700,68
639 4,1023,347,347,13,217,217,217,687,321,140,4684,324,146
639 5,820,513,513,107,16,16,16,899,239,34,4893,238,0
639 6,797,604,464,91,107,107,48,866,376,90,4874,533,214
639 7,1084,275,275,52,278,278,221,644,304,144,4629,307,152
639 8,905,431,431,126,101,101,101,821,219,1,4810,220,9
639 9,949,462,462,18,242,242,152,714,498,221,4722,540,252
639 10,860,518,518,31,99,99,99,817,366,70,4827,413,124
639 11,885,540,462,42,210,210,72,775,418,193,4781,582,178
639 12,738,628,614,55,20,20,20,954,219,59,4962,361,101
640 1,808,476,476,190,40,40,40,947,127,120,4921,121,0
640 2,608,608,608,365,6,6,6,856,293,433,5164,21,21
640 3,715,540,540,310,12,12,12,961,173,310,5040,10,0
640 4,950,318,318,55,198,198,56,835,56,59,4792,60,32
640 5,555,555,555,241,127,127,123,972,133,312,5192,149,149
640 6,912,396,396,115,124,124,124,834,148,14,4811,150,0
640 7,653,653,653,152,111,111,77,1069,77,194,5062,270,135
640 8,807,452,452,269,120,120,120,853,138,272,4960,0,0
640 9,742,530,530,369,104,104,104,841,240,374,5038,58,0
640 10,655,607,607,238,55,55,55,1069,162,288,5084,121,76
640 11,545,545,545,80,197,197,0,1127,31,258,5177,279,219
640 12,453,453,453,252,23,23,23,835,212,282,5308,40,40
644 1,381,296,296,67,3840,342,21,1172,275,448,0,0,0
644 2,478,89,89,40,3587,421,277,907,286,600,214,214,214
644 3,625,82,82,21,3689,578,199,1150,276,663,115,115,115
644 4,296,245,245,27,3702,242,189,941,467,419,219,219,160
644 5,597,14,14,14,3558,537,197,962,197,734,191,191,151
644 6,466,163,163,23,3698,410,161,1048,345,586,71,71,71
644 7,322,251,251,17,3733,262,141,1000,447,483,170,170,117
644 8,636,76,76,26,3375,484,143,727,175,696,302,191,113
644 9,302,302,302,39,3896,270,1,1196,310,381,0,0,0
644 10,559,17,17,17,3531,501,207,892,207,676,233,225,157
644 11,676,93,93,18,3394,571,90,799,96,761,361,129,50
644 12,476,238,238,30,3817,441,50,1200,210,504,0,0,0
645 1,845,166,166,23,3423,785,164,1010,164,934,375,100,100
645 2,856,253,253,75,3274,605,70,822,74,812,445,0,0
645 3,1001,362,362,65,3223,697,218,919,218,909,530,61,61
645 4,1192,476,476,26,3232,658,428,1137,434,987,656,302,184
645 5,1006,428,428,69,3095,523,179,746,224,736,352,0,0
645 6,877,311,311,106,3169,466,48,683,169,674,324,64,28
645 7,1091,444,444,27,3165,703,294,951,294,940,531,115,115
645 8,1004,288,288,16,3363,842,299,1093,299,1065,474,212,212
645 9,1157,578,578,26,2957,513,73,763,73,752,304,32,0
645 10,1006,396,396,79,3162,620,217,843,223,833,449,0,0
645 11,939,201,201,35,3469,886,319,1153,319,975,377,251,251
645 12,777,168,168,15,3355,632,0,850,0,842,399,13,0
646 1,1410,747,747,56,2945,391,308,940,308,875,596,181,13
646 2,1552,874,874,34,2877,256,250,896,418,752,674,304,0
646 3,1708,836,836,21,2919,186,73,990,469,505,845,301,0
646 4,1592,888,888,50,2937,262,148,974,472,661,777,357,0
646 5,1698,1034,1034,24,2737,100,100,778,487,708,643,411,0
646 6,1616,971,971,20,2748,182,182,767,406,793,575,321,0
646 7,1276,690,690,25,2883,463,61,841,61,829,358,0,0
646 8,1686,912,912,27,2626,94,94,647,346,844,496,363,0
646 9,1462,760,760,79,3010,377,207,1022,432,769,722,304,0
646 10,1265,589,589,20,3082,545,311,1058,311,965,598,196,49
646 11,1417,791,791,18,2769,322,163,745,163,899,391,92,92
646 12,1297,659,659,28,2982,491,217,961,217,976,515,95,0
647 1,1776,947,947,105,2577,58,58,618,404,798,532,440,28
647 2,1905,1021,1021,16,2540,21,21,618,529,711,635,338,53
647 3,2128,1109,1109,30,2507,248,248,653,746,594,845,185,164
647 4,1954,989,989,17,2676,49,49,789,698,517,821,166,0
647 5,1838,1067,1067,50,2662,10,10,734,561,636,694,305,33
647 6,2006,1077,1077,16,2534,134,134,648,643,635,740,239,43
647 7,1811,916,916,52,2808,86,86,889,581,519,824,241,38
647 8,1757,1066,1066,85,2693,40,40,744,503,687,649,373,48
647 9,1933,890,890,9,2734,97,97,879,724,384,908,16,16
647 10,2021,900,900,13,2695,250,250,874,846,359,930,75,75
647 11,2016,977,977,18,2445,132,132,549,590,734,667,332,107
647 12,2075,977,977,23,2624,256,256,797,838,436,1002,88,88
648 1,2650,810,810,20,2167,684,433,381,433,646,1255,344,301
648 2,2352,1096,1096,19,2456,447,447,670,680,515,1187,179,179
648 3,2447,960,960,44,2310,607,525,519,525,656,1119,309,309
648 4,2459,1044,1044,27,2427,422,422,621,690,426,1260,84,84
648 5,2424,850,850,32,2199,545,411,389,411,627,960,491,488
648 6,2561,774,774,20,2124,686,338,332,338,565,1077,457,457
648 7,2528,909,909,62,2259,619,491,475,491,637,1186,292,292
648 8,2463,947,947,32,2487,355,355,632,679,331,1240,40,40
648 9,2271,976,976,19,2572,332,332,789,800,431,1083,98,98
648 10,2486,894,894,14,2243,611,454,447,454,679,1060,388,388
648 11,2287,1100,1100,8,2473,489,489,678,685,589,1133,264,264
648 12,2580,835,835,79,2184,699,411,398,411,635,1147,370,370
649 1,2909,663,663,125,2168,616,272,195,350,623,1648,482,104
649 2,2756,844,844,75,2383,412,354,389,357,413,1505,362,29
649 3,2707,782,782,11,2464,334,334,460,380,340,1449,350,0
649 4,2923,621,621,56,2034,774,400,154,509,650,1512,515,191
649 5,2830,754,754,97,2271,518,306,290,344,520,1590,409,69
649 6,2879,726,726,51,2433,344,199,358,199,424,1611,539,48
649 7,2883,729,729,129,2338,436,221,292,227,514,1626,495,0
649 8,2998,577,577,151,2119,650,201,112,308,661,1709,571,79
649 9,3076,493,493,79,2035,683,207,25,344,700,1721,648,150
649 10,2544,918,918,22,2455,398,398,560,589,327,1311,130,130
649 11,2846,714,714,38,2162,645,363,243,439,611,1558,421,61
649 12,3045,509,509,95,1984,781,307,39,439,692,1627,625,223
650 1,3064,532,532,79,2160,539,82,90,197,554,1817,647,57
650 2,3113,502,502,48,2197,457,5,90,124,475,1857,709,134
650 3,3161,491,491,46,2277,334,47,126,58,353,1894,789,239
650 4,3425,259,259,81,2118,410,298,62,321,427,2152,1041,395
650 5,3322,357,357,10,2223,342,203,11,216,359,2046,947,369
650 6,3017,657,657,22,2417,296,77,289,85,301,1736,689,176
650 7,3408,192,192,18,1962,606,277,181,386,623,2042,985,400
650 8,2948,679,679,130,2341,439,144,263,147,445,1686,573,42
650 9,3207,384,384,19,2047,573,122,27,269,593,1890,784,202
650 10,3077,567,567,122,2307,361,11,183,19,374,1811,706,164
650 11,2937,715,715,45,2419,372,142,324,142,375,1668,599,93
650 12,3365,281,281,25,2136,431,227,44,270,448,2102,969,387
651 1,3379,302,302,98,2067,346,346,65,395,379,2183,1134,299
651 2,2983,69,69,23,1590,612,543,511,803,744,2458,829,547
